,id,gender,age,race,importance_same_race,importance_same_religion,field,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga
382,382,female,22.0,european/caucasian-american,4.0,8.0,writing: literary nonfiction,8.0,20.0,25.0,25.0,12.0,10.0,7.0,9.0,8.0,8.0,8.0,3.0,2.0,3.0,5.0,9.0,9.0,4.0,3.0,4.0,9.0,6.0,7.0,8.0,7.0,7.0,5.0,4.0
383,383,female,24.0,european/caucasian-american,1.0,6.0,creative writing [nonfiction],18.0,19.0,16.0,15.0,15.0,17.0,9.0,8.0,7.0,7.0,7.0,3.0,1.0,4.0,9.0,8.0,8.0,10.0,1.0,1.0,10.0,6.0,9.0,9.0,8.0,7.0,7.0,2.0
384,384,female,33.0,european/caucasian-american,1.0,2.0,nonfiction writing,20.0,20.0,20.0,10.0,10.0,20.0,8.0,8.0,7.0,9.0,7.0,3.0,4.0,4.0,10.0,8.0,8.0,6.0,1.0,8.0,9.0,3.0,10.0,10.0,7.0,9.0,7.0,8.0
385,385,female,25.0,asian/pacific islander/asian-american,1.0,5.0,theatre management & producing,15.0,18.0,18.0,18.0,15.0,16.0,8.0,10.0,10.0,10.0,8.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0
386,386,male,24.0,european/caucasian-american,3.0,2.0,law,20.0,21.0,21.0,22.0,6.0,10.0,7.0,7.0,7.0,10.0,9.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0
387,387,male,29.0,european/caucasian-american,7.0,2.0,business [mba],45.0,10.0,10.0,30.0,0.0,5.0,7.0,6.0,10.0,7.0,8.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0
388,388,male,29.0,european/caucasian-american,1.0,1.0,business,25.0,10.0,20.0,20.0,10.0,15.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,7.0,3.0,5.0,9.0,1.0,6.0,7.0,8.0,10.0,3.0,8.0
389,389,male,26.0,european/caucasian-american,7.0,7.0,business,70.0,5.0,20.0,3.0,1.0,1.0,7.0,10.0,6.0,8.0,7.0,7.0,4.0,7.0,7.0,6.0,6.0,6.0,1.0,8.0,7.0,1.0,7.0,7.0,6.0,7.0,1.0,1.0
390,390,male,31.0,european/caucasian-american,1.0,1.0,business,35.0,0.0,25.0,20.0,0.0,20.0,8.0,5.0,7.0,10.0,5.0,10.0,1.0,4.0,8.0,8.0,8.0,8.0,2.0,5.0,5.0,1.0,8.0,8.0,10.0,10.0,7.0,3.0
391,391,male,29.0,asian/pacific islander/asian-american,1.0,1.0,mathematics,25.0,20.0,15.0,25.0,10.0,5.0,6.0,8.0,7.0,10.0,9.0,10.0,2.0,6.0,9.0,6.0,6.0,9.0,7.0,4.0,3.0,3.0,5.0,8.0,4.0,4.0,6.0,9.0
392,392,male,22.0,european/caucasian-american,6.0,6.0,financial engineering,20.0,25.0,20.0,15.0,5.0,15.0,4.0,8.0,7.0,9.0,9.0,9.0,8.0,3.0,7.0,4.0,3.0,5.0,3.0,3.0,5.0,6.0,5.0,8.0,3.0,6.0,2.0,1.0
393,393,male,23.0,european/caucasian-american,1.0,4.0,financial engineering,25.0,14.0,25.0,25.0,3.0,8.0,6.0,9.0,7.0,8.0,8.0,10.0,5.0,8.0,10.0,8.0,8.0,9.0,7.0,9.0,8.0,4.0,5.0,8.0,7.0,8.0,6.0,3.0
394,394,male,30.0,black/african american,1.0,1.0,international affairs,30.0,25.0,20.0,15.0,5.0,5.0,8.0,8.0,10.0,9.0,10.0,6.0,1.0,6.0,9.0,8.0,9.0,2.0,6.0,8.0,8.0,6.0,10.0,9.0,7.0,9.0,9.0,5.0
395,395,male,27.0,asian/pacific islander/asian-american,1.0,1.0,business,20.0,20.0,20.0,20.0,20.0,0.0,6.0,7.0,8.0,8.0,9.0,4.0,6.0,8.0,9.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,8.0,9.0,7.0,10.0,2.0,1.0
396,396,male,24.0,european/caucasian-american,1.0,1.0,film,30.0,15.0,15.0,15.0,15.0,10.0,7.0,9.0,8.0,7.0,8.0,8.0,4.0,7.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,5.0,7.0,10.0,9.0,9.0,7.0,7.0
397,397,male,24.0,latino/hispanic american,1.0,1.0,international affairs,20.0,10.0,20.0,20.0,10.0,20.0,8.0,7.0,10.0,8.0,9.0,7.0,7.0,9.0,8.0,9.0,8.0,3.0,5.0,1.0,6.0,2.0,4.0,8.0,6.0,10.0,2.0,1.0
398,398,male,23.0,european/caucasian-american,5.0,5.0,biomedical engineering,20.0,15.0,20.0,20.0,10.0,15.0,7.0,9.0,8.0,9.0,8.0,10.0,4.0,1.0,4.0,7.0,8.0,10.0,2.0,8.0,7.0,2.0,6.0,8.0,10.0,10.0,5.0,2.0
399,399,male,27.0,european/caucasian-american,8.0,8.0,business,20.0,20.0,20.0,20.0,10.0,10.0,7.0,10.0,6.0,10.0,10.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0
400,400,male,34.0,european/caucasian-american,8.0,2.0,finance,35.0,15.0,15.0,25.0,10.0,0.0,8.0,6.0,9.0,7.0,5.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0
401,401,male,27.0,european/caucasian-american,1.0,1.0,business,75.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,8.0,8.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0
402,402,male,26.0,european/caucasian-american,5.0,3.0,business,10.0,10.0,30.0,30.0,5.0,15.0,7.0,9.0,7.0,8.0,6.0,6.0,7.0,5.0,7.0,5.0,3.0,5.0,5.0,4.0,6.0,8.0,6.0,9.0,6.0,6.0,7.0,0.0
403,403,male,31.0,european/caucasian-american,3.0,1.0,mba,10.0,20.0,40.0,10.0,10.0,10.0,7.0,8.0,4.0,10.0,8.0,1.0,1.0,6.0,6.0,7.0,5.0,1.0,1.0,3.0,10.0,1.0,6.0,6.0,3.0,7.0,1.0,1.0
404,404,female,29.0,european/caucasian-american,1.0,1.0,psychology,20.0,20.0,20.0,10.0,10.0,20.0,7.0,8.0,4.0,8.0,8.0,6.0,1.0,4.0,5.0,8.0,8.0,8.0,3.0,5.0,7.0,2.0,6.0,7.0,7.0,6.0,3.0,8.0
405,405,female,25.0,asian/pacific islander/asian-american,7.0,3.0,law,15.0,25.0,20.0,15.0,10.0,15.0,7.0,9.0,7.0,8.0,5.0,2.0,2.0,5.0,9.0,7.0,8.0,6.0,5.0,6.0,10.0,8.0,8.0,10.0,7.0,9.0,7.0,7.0
406,406,female,28.0,european/caucasian-american,0.0,1.0,social work,5.0,30.0,20.0,10.0,5.0,30.0,9.0,8.0,5.0,9.0,3.0,6.0,2.0,5.0,8.0,5.0,6.0,5.0,2.0,9.0,9.0,8.0,9.0,9.0,6.0,6.0,4.0,7.0
407,407,female,22.0,european/caucasian-american,1.0,1.0,social work,10.0,10.0,40.0,10.0,15.0,15.0,8.0,9.0,7.0,10.0,7.0,8.0,4.0,5.0,10.0,8.0,8.0,7.0,4.0,3.0,9.0,7.0,8.0,7.0,4.0,5.0,6.0,4.0
408,408,female,25.0,asian/pacific islander/asian-american,5.0,5.0,social work,20.0,10.0,30.0,20.0,10.0,10.0,7.0,7.0,6.0,6.0,6.0,1.0,1.0,1.0,8.0,5.0,5.0,1.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,10.0,10.0,5.0
409,409,male,26.0,european/caucasian-american,6.0,7.0,fundraising management,30.0,25.0,20.0,10.0,10.0,5.0,8.0,10.0,8.0,8.0,8.0,7.0,2.0,8.0,9.0,9.0,9.0,10.0,2.0,4.0,7.0,5.0,9.0,8.0,6.0,6.0,7.0,9.0
410,410,male,30.0,european/caucasian-american,1.0,1.0,business,30.0,20.0,30.0,10.0,5.0,5.0,7.0,9.0,8.0,9.0,9.0,9.0,2.0,9.0,8.0,7.0,7.0,7.0,6.0,5.0,9.0,5.0,5.0,8.0,7.0,5.0,5.0,4.0
411,411,male,24.0,asian/pacific islander/asian-american,4.0,4.0,biomedical engineering,17.0,16.0,17.0,17.0,17.0,16.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,6.0,7.0,5.0,5.0,7.0,5.0,8.0,5.0,7.0,8.0,5.0
412,412,male,28.0,european/caucasian-american,3.0,7.0,business [finance & marketing],16.0,25.0,20.0,12.0,12.0,15.0,6.0,9.0,6.0,9.0,9.0,7.0,8.0,8.0,8.0,7.0,6.0,5.0,2.0,7.0,5.0,5.0,6.0,7.0,5.0,7.0,2.0,2.0
413,413,male,24.0,european/caucasian-american,4.0,7.0,mba,25.0,7.0,35.0,20.0,8.0,5.0,8.0,8.0,8.0,10.0,9.0,7.0,2.0,7.0,8.0,6.0,4.0,3.0,2.0,6.0,5.0,3.0,7.0,6.0,6.0,6.0,4.0,2.0
414,414,male,28.0,european/caucasian-american,1.0,1.0,international affairs,20.0,20.0,20.0,20.0,20.0,20.0,7.0,10.0,8.0,7.0,9.0,10.0,1.0,10.0,8.0,7.0,7.0,9.0,1.0,3.0,8.0,1.0,4.0,5.0,7.0,10.0,1.0,10.0
415,415,male,27.0,asian/pacific islander/asian-american,8.0,8.0,mba,60.0,10.0,10.0,10.0,10.0,0.0,8.0,8.0,7.0,9.0,9.0,6.0,5.0,5.0,9.0,6.0,7.0,6.0,5.0,6.0,7.0,5.0,6.0,7.0,5.0,7.0,7.0,3.0
416,416,male,27.0,european/caucasian-american,1.0,1.0,business,55.0,10.0,15.0,15.0,5.0,0.0,8.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,6.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0
417,417,female,22.0,asian/pacific islander/asian-american,3.0,10.0,elementary education - preservice,10.0,25.0,15.0,20.0,15.0,15.0,5.0,8.0,8.0,5.0,8.0,10.0,10.0,10.0,6.0,3.0,2.0,4.0,2.0,4.0,4.0,8.0,9.0,9.0,8.0,8.0,5.0,4.0
418,418,female,27.0,asian/pacific islander/asian-american,5.0,8.0,education leadership - public school administration,15.0,15.0,25.0,15.0,15.0,15.0,7.0,10.0,7.0,9.0,10.0,10.0,9.0,7.0,10.0,10.0,10.0,10.0,5.0,4.0,10.0,7.0,7.0,5.0,8.0,10.0,10.0,3.0
419,419,female,28.0,european/caucasian-american,1.0,1.0,social work,15.0,30.0,30.0,10.0,10.0,5.0,7.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,10.0,10.0,10.0,7.0,1.0,6.0,6.0,4.0,9.0,8.0,8.0,7.0,5.0,5.0
420,420,female,30.0,other,3.0,3.0,mfa writing,20.0,20.0,20.0,20.0,10.0,10.0,8.0,6.0,7.0,8.0,5.0,3.0,3.0,8.0,8.0,8.0,8.0,8.0,1.0,6.0,7.0,5.0,7.0,8.0,5.0,5.0,5.0,3.0
421,421,female,27.0,european/caucasian-american,2.0,2.0,international affairs,30.0,15.0,15.0,30.0,0.0,10.0,7.0,7.0,8.0,6.0,4.0,4.0,2.0,9.0,6.0,3.0,3.0,3.0,2.0,7.0,2.0,6.0,2.0,2.0,4.0,7.0,8.0,4.0
422,422,female,22.0,black/african american,1.0,1.0,law,25.0,5.0,20.0,25.0,15.0,10.0,7.0,9.0,9.0,9.0,9.0,5.0,5.0,6.0,9.0,8.0,8.0,3.0,2.0,9.0,9.0,1.0,8.0,7.0,9.0,9.0,10.0,10.0
423,423,female,23.0,european/caucasian-american,9.0,1.0,law,28.0,8.0,17.0,22.0,17.0,8.0,9.0,8.0,10.0,7.0,6.0,8.0,5.0,9.0,10.0,8.0,7.0,8.0,5.0,1.0,9.0,10.0,8.0,10.0,6.0,10.0,10.0,4.0
424,424,female,23.0,european/caucasian-american,2.0,6.0,social work,15.0,15.0,18.0,18.0,14.0,20.0,7.0,9.0,9.0,9.0,8.0,6.0,7.0,7.0,8.0,9.0,9.0,8.0,5.0,6.0,9.0,7.0,10.0,10.0,10.0,10.0,5.0,6.0
425,425,female,23.0,european/caucasian-american,1.0,5.0,social work,14.0,15.0,16.0,17.0,18.0,20.0,7.0,8.0,7.0,7.0,7.0,3.0,1.0,8.0,9.0,5.0,5.0,8.0,4.0,7.0,6.0,5.0,7.0,9.0,10.0,9.0,8.0,3.0
426,426,female,29.0,european/caucasian-american,1.0,5.0,bilingual education,20.0,10.0,50.0,5.0,10.0,5.0,8.0,8.0,7.0,7.0,7.0,8.0,4.0,8.0,9.0,8.0,9.0,6.0,1.0,7.0,9.0,6.0,4.0,9.0,9.0,9.0,6.0,6.0
427,427,male,21.0,european/caucasian-american,8.0,2.0,law,35.0,5.0,30.0,20.0,5.0,5.0,8.0,8.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,7.0,3.0,1.0,3.0,5.0,5.0,10.0,8.0,10.0,8.0,5.0
428,428,male,24.0,european/caucasian-american,4.0,2.0,law,35.0,10.0,25.0,20.0,5.0,5.0,8.0,7.0,8.0,9.0,8.0,6.0,1.0,6.0,7.0,7.0,8.0,7.0,14.0,9.0,9.0,8.0,9.0,10.0,10.0,10.0,7.0,2.0
429,429,male,25.0,european/caucasian-american,1.0,1.0,law,40.0,10.0,0.0,45.0,0.0,5.0,7.0,9.0,8.0,8.0,9.0,7.0,1.0,7.0,5.0,1.0,1.0,7.0,1.0,8.0,6.0,1.0,1.0,5.0,3.0,5.0,2.0,1.0
430,430,male,27.0,latino/hispanic american,1.0,3.0,international affairs - economic policy,30.0,25.0,10.0,20.0,0.0,15.0,7.0,10.0,9.0,7.0,7.0,9.0,5.0,7.0,8.0,5.0,5.0,5.0,3.0,7.0,6.0,1.0,6.0,7.0,8.0,8.0,4.0,5.0
431,431,male,26.0,european/caucasian-american,5.0,1.0,mba,50.0,10.0,10.0,30.0,0.0,0.0,8.0,7.0,9.0,8.0,7.0,8.0,8.0,9.0,2.0,6.0,8.0,6.0,2.0,5.0,2.0,7.0,1.0,10.0,3.0,5.0,5.0,6.0
432,432,male,30.0,european/caucasian-american,1.0,1.0,sipa - energy,40.0,12.0,18.0,12.0,6.0,12.0,9.0,8.0,7.0,10.0,7.0,9.0,6.0,8.0,8.0,5.0,3.0,9.0,5.0,9.0,10.0,5.0,4.0,10.0,8.0,9.0,5.0,1.0
433,433,male,28.0,latino/hispanic american,2.0,2.0,mba,30.0,20.0,25.0,15.0,10.0,0.0,6.0,8.0,9.0,7.0,5.0,9.0,2.0,9.0,8.0,8.0,7.0,6.0,3.0,6.0,6.0,5.0,6.0,6.0,5.0,8.0,3.0,3.0
434,434,male,26.0,asian/pacific islander/asian-american,1.0,1.0,public policy,15.0,30.0,25.0,20.0,0.0,10.0,6.0,10.0,6.0,7.0,4.0,7.0,5.0,6.0,8.0,3.0,2.0,6.0,2.0,5.0,6.0,3.0,4.0,8.0,4.0,9.0,2.0,4.0
435,435,male,22.0,european/caucasian-american,1.0,1.0,law/business,25.0,15.0,25.0,25.0,5.0,5.0,8.0,9.0,8.0,9.0,10.0,3.0,2.0,4.0,9.0,8.0,9.0,3.0,5.0,9.0,7.0,3.0,6.0,7.0,6.0,10.0,6.0,5.0
436,436,male,23.0,other,7.0,1.0,law,55.0,2.0,1.0,40.0,1.0,1.0,7.0,10.0,10.0,10.0,8.0,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0
437,437,male,25.0,european/caucasian-american,3.0,7.0,international affairs,50.0,5.0,5.0,5.0,5.0,30.0,9.0,6.0,7.0,10.0,10.0,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0
438,438,male,30.0,asian/pacific islander/asian-american,3.0,1.0,mba,20.0,40.0,5.0,20.0,5.0,10.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0
439,439,male,29.0,asian/pacific islander/asian-american,7.0,1.0,mba,35.0,30.0,25.0,5.0,0.0,5.0,7.0,8.0,7.0,10.0,8.0,9.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,8.0,10.0,5.0,3.0
440,440,male,27.0,asian/pacific islander/asian-american,4.0,3.0,law,30.0,30.0,30.0,5.0,0.0,5.0,5.0,6.0,7.0,8.0,5.0,6.0,3.0,5.0,6.0,6.0,5.0,6.0,5.0,3.0,6.0,6.0,4.0,7.0,6.0,5.0,4.0,1.0
441,441,female,27.0,european/caucasian-american,3.0,3.0,mfa  poetry,10.0,20.0,20.0,20.0,10.0,20.0,8.0,9.0,9.0,9.0,7.0,5.0,8.0,5.0,9.0,9.0,9.0,7.0,1.0,4.0,9.0,4.0,9.0,9.0,8.0,8.0,4.0,9.0
442,442,female,24.0,asian/pacific islander/asian-american,5.0,5.0,biomedical engineering,10.0,25.0,20.0,16.0,20.0,9.0,7.0,9.0,9.0,8.0,8.0,3.0,5.0,3.0,10.0,10.0,7.0,7.0,1.0,8.0,10.0,4.0,8.0,9.0,8.0,9.0,9.0,7.0
443,443,female,29.0,asian/pacific islander/asian-american,3.0,2.0,business,25.0,20.0,15.0,10.0,15.0,15.0,8.0,8.0,6.0,7.0,7.0,1.0,1.0,8.0,8.0,7.0,7.0,6.0,2.0,8.0,8.0,4.0,7.0,7.0,6.0,6.0,8.0,8.0
444,444,female,55.0,asian/pacific islander/asian-american,1.0,1.0,soa -- writing,25.0,0.0,25.0,25.0,0.0,25.0,7.0,6.0,7.0,8.0,3.0,1.0,2.0,1.0,8.0,9.0,9.0,10.0,1.0,1.0,10.0,4.0,7.0,3.0,10.0,8.0,1.0,1.0
445,445,female,29.0,asian/pacific islander/asian-american,9.0,8.0,business,50.0,5.0,25.0,20.0,0.0,0.0,10.0,10.0,9.0,10.0,10.0,9.0,1.0,6.0,10.0,8.0,6.0,9.0,3.0,6.0,9.0,7.0,8.0,8.0,4.0,1.0,10.0,9.0
446,446,female,26.0,asian/pacific islander/asian-american,6.0,1.0,finance,30.0,10.0,10.0,30.0,10.0,10.0,5.0,5.0,5.0,5.0,8.0,1.0,3.0,1.0,9.0,8.0,9.0,1.0,1.0,6.0,4.0,6.0,8.0,8.0,8.0,8.0,8.0,1.0
447,447,male,33.0,european/caucasian-american,2.0,1.0,history,20.0,10.0,20.0,15.0,15.0,20.0,8.0,8.0,7.0,9.0,7.0,9.0,7.0,10.0,10.0,10.0,10.0,8.0,1.0,7.0,9.0,10.0,6.0,9.0,10.0,10.0,1.0,5.0
448,448,male,27.0,other,2.0,2.0,biomedical informatics,40.0,20.0,20.0,10.0,10.0,0.0,6.0,8.0,9.0,8.0,7.0,9.0,8.0,9.0,9.0,7.0,7.0,9.0,8.0,6.0,2.0,2.0,7.0,6.0,6.0,6.0,4.0,4.0
449,449,male,33.0,asian/pacific islander/asian-american,1.0,5.0,electrical engineering,30.0,30.0,10.0,10.0,0.0,20.0,4.0,9.0,6.0,8.0,2.0,8.0,7.0,5.0,2.0,6.0,6.0,1.0,2.0,7.0,3.0,8.0,5.0,7.0,6.0,9.0,2.0,2.0
450,450,male,23.0,asian/pacific islander/asian-american,3.0,2.0,physics,15.0,15.0,15.0,15.0,15.0,25.0,6.0,7.0,7.0,8.0,7.0,5.0,4.0,7.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,7.0,3.0,1.0
451,451,male,33.0,asian/pacific islander/asian-american,1.0,1.0,mba,15.0,15.0,15.0,20.0,15.0,20.0,5.0,8.0,8.0,9.0,10.0,10.0,9.0,6.0,7.0,3.0,3.0,5.0,5.0,9.0,3.0,4.0,6.0,7.0,7.0,7.0,2.0,1.0
452,452,male,23.0,european/caucasian-american,1.0,3.0,art history,20.0,20.0,20.0,20.0,20.0,0.0,7.0,10.0,8.0,7.0,5.0,4.0,8.0,1.0,3.0,8.0,8.0,4.0,1.0,4.0,9.0,2.0,1.0,3.0,10.0,10.0,1.0,1.0
453,453,female,24.0,european/caucasian-american,1.0,1.0,working,10.0,20.0,20.0,15.0,20.0,15.0,7.0,9.0,7.0,8.0,8.0,4.0,2.0,9.0,8.0,5.0,6.0,4.0,3.0,2.0,8.0,5.0,5.0,7.0,6.0,8.0,4.0,2.0
454,454,female,24.0,european/caucasian-american,7.0,4.0,consulting,20.0,20.0,20.0,20.0,20.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,9.0,9.0,9.0,9.0,8.0,5.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0
455,455,female,25.0,other,5.0,2.0,human rights: middle east,15.0,25.0,15.0,15.0,15.0,15.0,8.0,9.0,6.0,8.0,8.0,8.0,3.0,7.0,7.0,7.0,8.0,8.0,2.0,6.0,8.0,7.0,5.0,9.0,9.0,9.0,7.0,6.0
456,456,female,25.0,asian/pacific islander/asian-american,1.0,1.0,human rights,20.0,10.0,20.0,20.0,10.0,20.0,8.0,8.0,8.0,6.0,6.0,10.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,4.0,7.0,9.0,7.0,7.0,7.0,8.0,6.0,9.0
457,457,female,29.0,asian/pacific islander/asian-american,1.0,1.0,medicine,10.0,20.0,25.0,25.0,10.0,10.0,4.0,9.0,5.0,8.0,6.0,1.0,1.0,1.0,10.0,10.0,10.0,2.0,1.0,3.0,10.0,5.0,10.0,10.0,6.0,6.0,10.0,1.0
458,458,female,30.0,asian/pacific islander/asian-american,8.0,8.0,medicine,15.0,15.0,25.0,10.0,15.0,20.0,7.0,8.0,8.0,9.0,9.0,3.0,4.0,6.0,10.0,7.0,7.0,5.0,2.0,9.0,7.0,8.0,6.0,8.0,6.0,6.0,10.0,4.0
459,459,female,25.0,latino/hispanic american,1.0,3.0,urban planning,10.0,25.0,25.0,20.0,10.0,10.0,8.0,10.0,10.0,8.0,9.0,10.0,6.0,7.0,9.0,9.0,8.0,9.0,1.0,7.0,8.0,1.0,10.0,10.0,10.0,10.0,5.0,9.0
460,460,female,34.0,asian/pacific islander/asian-american,1.0,1.0,biotechnology,15.0,20.0,20.0,15.0,15.0,15.0,7.0,9.0,8.0,10.0,7.0,7.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,7.0
461,461,female,30.0,black/african american,1.0,1.0,biotechnology,15.0,20.0,10.0,30.0,5.0,20.0,9.0,9.0,10.0,8.0,7.0,10.0,2.0,10.0,10.0,7.0,7.0,9.0,2.0,9.0,8.0,1.0,4.0,3.0,7.0,10.0,6.0,9.0
462,462,female,27.0,latino/hispanic american,1.0,2.0,sipa-international affairs,10.0,15.0,30.0,10.0,15.0,20.0,5.0,8.0,5.0,7.0,7.0,1.0,1.0,6.0,10.0,6.0,5.0,2.0,0.0,5.0,4.0,4.0,9.0,8.0,3.0,5.0,6.0,9.0
463,463,female,25.0,european/caucasian-american,1.0,3.0,sipa-international affairs,20.0,20.0,20.0,15.0,15.0,10.0,7.0,9.0,5.0,7.0,6.0,4.0,1.0,7.0,9.0,5.0,5.0,4.0,1.0,7.0,3.0,3.0,3.0,3.0,3.0,7.0,6.0,3.0
464,464,female,27.0,latino/hispanic american,5.0,7.0,electrical engineering,16.0,19.0,16.0,17.0,15.0,17.0,6.0,8.0,7.0,7.0,7.0,9.0,6.0,7.0,8.0,6.0,8.0,8.0,4.0,7.0,7.0,4.0,7.0,8.0,7.0,7.0,6.0,4.0
465,465,female,26.0,european/caucasian-american,4.0,4.0,international affairs,20.0,20.0,10.0,20.0,10.0,20.0,7.0,8.0,9.0,8.0,7.0,9.0,7.0,9.0,7.0,7.0,9.0,9.0,3.0,3.0,8.0,4.0,7.0,9.0,8.0,9.0,4.0,6.0
466,466,female,27.0,european/caucasian-american,3.0,3.0,international affairs,15.0,15.0,20.0,20.0,15.0,15.0,8.0,8.0,8.0,8.0,8.0,10.0,7.0,10.0,9.0,8.0,7.0,9.0,1.0,7.0,5.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0
467,467,female,26.0,european/caucasian-american,4.0,6.0,urban planning,16.0,18.0,18.0,20.0,12.0,16.0,8.0,9.0,10.0,8.0,7.0,7.0,1.0,8.0,9.0,9.0,9.0,3.0,1.0,6.0,10.0,3.0,3.0,4.0,4.0,4.0,5.0,7.0
468,468,male,23.0,european/caucasian-american,8.0,1.0,teaching of english,25.0,20.0,15.0,20.0,5.0,15.0,8.0,7.0,8.0,9.0,5.0,3.0,3.0,7.0,9.0,8.0,7.0,1.0,2.0,5.0,8.0,2.0,7.0,10.0,10.0,10.0,6.0,1.0
469,469,male,30.0,european/caucasian-american,2.0,6.0,mba,20.0,10.0,22.0,20.0,15.0,13.0,7.0,10.0,9.0,8.0,8.0,9.0,7.0,5.0,9.0,6.0,5.0,8.0,2.0,5.0,9.0,6.0,7.0,7.0,2.0,4.0,4.0,3.0
470,470,male,28.0,european/caucasian-american,1.0,1.0,sociology,40.0,20.0,20.0,20.0,0.0,0.0,8.0,10.0,10.0,10.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,5.0,1.0,1.0,10.0,5.0,10.0,10.0,10.0,10.0,10.0,5.0
471,471,male,31.0,asian/pacific islander/asian-american,1.0,1.0,gsas,16.0,16.0,20.0,16.0,16.0,16.0,4.0,8.0,2.0,9.0,9.0,7.0,3.0,5.0,9.0,9.0,9.0,9.0,3.0,7.0,9.0,1.0,9.0,9.0,9.0,9.0,2.0,7.0
472,472,male,29.0,black/african american,4.0,3.0,african-american studies/history,20.0,15.0,20.0,15.0,15.0,15.0,8.0,8.0,7.0,8.0,7.0,6.0,10.0,9.0,7.0,7.0,7.0,4.0,6.0,6.0,9.0,8.0,8.0,8.0,7.0,8.0,7.0,4.0
473,473,male,32.0,latino/hispanic american,1.0,1.0,neurosciences/stem cells,20.0,20.0,20.0,15.0,10.0,15.0,7.0,10.0,8.0,9.0,9.0,7.0,1.0,3.0,10.0,8.0,6.0,4.0,1.0,9.0,8.0,1.0,7.0,10.0,5.0,8.0,2.0,2.0
474,474,male,24.0,asian/pacific islander/asian-american,1.0,1.0,classics,25.0,26.0,15.0,10.0,9.0,15.0,7.0,9.0,6.0,8.0,5.0,4.0,4.0,2.0,8.0,5.0,3.0,2.0,5.0,2.0,7.0,8.0,5.0,9.0,6.0,10.0,6.0,2.0
475,475,male,29.0,asian/pacific islander/asian-american,1.0,1.0,business,15.0,20.0,20.0,20.0,5.0,20.0,5.0,10.0,7.0,10.0,8.0,3.0,3.0,3.0,9.0,5.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0
476,476,male,28.0,european/caucasian-american,6.0,5.0,business,20.0,10.0,20.0,20.0,20.0,0.0,6.0,8.0,8.0,9.0,10.0,7.0,7.0,7.0,9.0,9.0,9.0,6.0,9.0,9.0,6.0,6.0,9.0,9.0,9.0,7.0,6.0,5.0
